NLab,Year,Densidad,Sexo,Edad,EdadClase,CondicionCorporal,ELISAInfluenza,ELISAPRRS,ELISAADV,ELISAPPV,ELISAPCV,ELISAPCV2,PCRMycoPul,PCRHaemoPul,PCRAPPPul,PCRPCVPul,Metastronguilus_Clas,Metastrongilus,Lesion_Pulm,Tipo,Duracion,Score,NL_TRQ,NIntersticial,Bronconeumonia,Pleuritis,Peribronquitis,Bronquitis,HiperNT2,Enfisema,Necrosis,Score_Micro,Tej_Conjuntivo,Granulomas,Granuloma_Pul,Tipo_Granuloma,Granuloma_NL,TB_Generalizada,TB
1736,2011-2012,,Hembra,4.0,Adult,3.649810159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,2011-2012,32.0,Macho,2.0,Adult,2.077404872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,2011-2012,,Macho,3.0,Adult,-5.205379269,Positivo,Negativo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,2011-2012,13.0,Hembra,3.0,Adult,6.846360819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,2011-2012,13.0,Macho,1.2,NonAdult,-10.67430438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,2011-2012,13.0,Macho,5.0,Adult,-5.188132573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,2011-2012,13.0,Macho,2.5,Adult,9.667056855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,2011-2012,13.0,Macho,3.0,Adult,17.71879694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,2011-2012,13.0,Macho,3.0,Adult,-8.350189841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,2011-2012,13.0,Macho,3.0,Adult,-13.15363918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,2011-2012,17.0,Hembra,4.0,Adult,23.61531677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,2011-2012,17.0,Macho,1.1,NonAdult,-0.332943145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,2011-2012,17.0,Macho,1.0,NonAdult,-4.315696449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2011-2012,17.0,Macho,0.9,NonAdult,-4.691551075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,2011-2012,17.0,Hembra,1.2,NonAdult,0.863607515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2011-2012,17.0,Hembra,3.0,Adult,6.829114122999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,2011-2012,17.0,Hembra,1.8,NonAdult,10.4532595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2011-2012,17.0,Macho,6.0,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,2011-2012,17.0,Hembra,1.0,NonAdult,7.325695621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,2011-2012,17.0,Macho,1.3,NonAdult,-3.905348432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,2011-2012,17.0,Macho,1.0,NonAdult,-3.546740502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,2011-2012,17.0,Hembra,0.8,NonAdult,4.9325943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,2011-2012,17.0,Macho,0.35,NonAdult,-2.963925524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,2011-2012,17.0,Hembra,5.0,Adult,0.608479762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,2011-2012,17.0,Hembra,0.85,NonAdult,-2.2984497530000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2011-2012,17.0,Hembra,0.9,NonAdult,7.701550247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2011-2012,17.0,Hembra,0.9,NonAdult,3.718796943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,2011-2012,23.0,Hembra,2.9,Adult,11.66705685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,2011-2012,23.0,Hembra,4.0,Adult,-3.563987198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,2011-2012,23.0,Macho,1.0,NonAdult,-11.47775372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,2011-2012,23.0,Hembra,4.0,Adult,10.64981016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,2011-2012,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,2011-2012,,Hembra,1.9,NonAdult,9.239462141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,2011-2012,,,,,,Negativo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,2011-2012,,Macho,1.9,NonAdult,-5.5812338939999995,Positivo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,2011-2012,,Hembra,3.0,Adult,0.38427271399999996,Negativo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,2011-2012,,Macho,2.0,Adult,9.649810159,Negativo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,2011-2012,,Macho,1.3,NonAdult,-1.95708852,Positivo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,2011-2012,32.0,Hembra,2.5,Adult,1.291202229,Negativo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,2011-2012,32.0,Hembra,1.5,NonAdult,17.30844893,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,2011-2012,32.0,Macho,1.5,NonAdult,0.111898264,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,2011-2012,32.0,Hembra,2.0,Adult,6.880854211,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,,No,,Negativo
1749,2011-2012,32.0,Hembra,1.7,NonAdult,5.308448925,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,2011-2012,32.0,Hembra,2.5,Adult,24.88085421,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,2011-2012,32.0,Hembra,2.5,Adult,6.863607515,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,2011-2012,32.0,Macho,1.0,NonAdult,-1.0674057,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,2011-2012,,Hembra,3.0,Adult,7.684303551,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,2011-2012,,Macho,3.0,Adult,-1.153639181,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,2011-2012,,Macho,2.0,Adult,2.40151941,Negativo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,2011-2012,13.0,Macho,4.0,Adult,-2.7087977710000004,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,2011-2012,13.0,Macho,5.0,Adult,-2.726044467,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,2011-2012,13.0,Hembra,5.0,Adult,-4.367436537,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2011-2012,13.0,Hembra,1.8,NonAdult,-0.281203057,Negativo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,2011-2012,25.0,Macho,1.0,NonAdult,-14.33294315,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2011-2012,25.0,Hembra,3.5,Adult,10.81186743,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,2011-2012,25.0,Hembra,5.0,Adult,17.18772205,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2011-2012,25.0,Macho,1.5,NonAdult,7.273955533,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,2011-2012,25.0,Macho,4.0,Adult,-18.38468323,Positivo,,,,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2011-2012,,Macho,3.0,Adult,-3.59848059,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,No,,Si,,
2361,2011-2012,,Hembra,4.0,Adult,8.418766106,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,No,,No,,Negativo
2368,2011-2012,23.0,Hembra,4.0,Adult,5.632563462999999,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,2011-2012,23.0,Hembra,4.0,Adult,-17.17088588,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,2011-2012,23.0,Hembra,4.0,Adult,8.04291148,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,2011-2012,23.0,Hembra,4.0,Adult,-36.38468323,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,2011-2012,23.0,Hembra,2.5,Adult,0.898100908,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,2011-2012,6.5,Hembra,0.65,NonAdult,-11.46050702,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,2011-2012,,Hembra,1.7,NonAdult,-1.136392485,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,
2407,2011-2012,,Hembra,1.9,NonAdult,21.27395553,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,
2409,2011-2012,,Hembra,2.5,Adult,3.649810159,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,2011-2012,,Hembra,1.8,NonAdult,10.47050619,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,2011-2012,25.0,Hembra,1.7,NonAdult,14.47050619,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,Si,NoLob,Aguda,28.0,2.0,,,,,,,,,,,,,,Si,Positivo,Positivo
1705,2011-2012,25.0,Macho,3.0,Adult,-18.81227795,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,Si,Lob,Subaguda,16.0,2.0,,,,,,,,,,,,,,Si,Positivo,Positivo
1706,2011-2012,25.0,Macho,5.0,Adult,10.36702602,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,Si,Positivo,Positivo
1803,2011-2012,,Hembra,3.0,Adult,-0.384683234,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,No,,,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,No,,Si,Positivo,Positivo
1806,2011-2012,,Macho,2.5,Adult,-13.97433522,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,,,No,,,,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,No,,Si,Positivo,Positivo
1698,2011-2012,25.0,Hembra,1.5,NonAdult,5.718796942999999,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,,,No,,,,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,Si,,Si,Generalizada,Positivo
1699,2011-2012,25.0,Hembra,3.0,Adult,-1.101899092,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,Si,NoLob,Cronica,28.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,Si,3_4,Si,Generalizada,Positivo
1713,2011-2012,8.0,Hembra,3.0,Adult,-5.5639871979999995,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,Si,1,Si,Generalizada,Positivo
1715,2011-2012,8.0,Macho,0.9,NonAdult,-23.050159,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,Si,1_3,Si,Generalizada,Positivo
2404,2011-2012,23.0,Macho,,,,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,,,,,,,,,,,,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,,0.0,3.0,Si,1_4,No,Generalizada,Positivo
1696,2011-2012,25.0,Hembra,1.5,NonAdult,-17.050159,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Positivo,Negativo,,,No,,,,1.0,4.0,4.0,4.0,6.0,6.0,0.0,0.0,0.0,24.0,0.0,0.0,No,,,,
1697,2011-2012,25.0,Macho,2.5,Adult,-23.52949381,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,2011-2012,8.0,Macho,2.5,Adult,-15.18813257,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Positivo,,,No,,,,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,No,,No,,Negativo
1718,2011-2012,,Hembra,4.0,Adult,3.649810159,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,2011-2012,,Hembra,3.0,Adult,2.898100908,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,2011-2012,,Hembra,1.5,NonAdult,-0.315696449,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,2011-2012,,Macho,0.5,NonAdult,-31.85360834,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,2011-2012,,Macho,1.8,NonAdult,-13.11914579,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,2011-2012,,Hembra,3.0,Adult,-0.384683234,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,2011-2012,,Macho,2.0,Adult,11.63256346,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2011-2012,,Macho,2.0,Adult,0.40151941,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,2011-2012,,Hembra,1.9,NonAdult,-4.350189841000001,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,2011-2012,,Macho,1.4,NonAdult,-8.760537859,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,2011-2012,32.0,Hembra,3.0,Adult,4.522246282,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,2011-2012,32.0,Hembra,3.0,Adult,8.470506194,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,2011-2012,32.0,Hembra,3.0,Adult,18.07740487,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,2011-2012,32.0,Hembra,3.0,Adult,2.077404872,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,2011-2012,32.0,Hembra,3.0,Adult,5.2739555330000005,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,2011-2012,32.0,Macho,3.0,Adult,-8.315696448999999,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,2011-2012,32.0,Hembra,3.0,Adult,21.66705685,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,2011-2012,23.0,Hembra,3.0,Adult,-11.59848059,Negativo,Negativo,Negativo,Positivo,InfReciente,Positivo,,,,,,,No,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,No,,,,
1763,2011-2012,23.0,Macho,4.0,Adult,-38.41917663,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,2011-2012,23.0,Macho,5.0,Adult,-7.991581912000001,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,,,,,,,,,,,,,,,,,,,,,,,
1767,2011-2012,23.0,Macho,5.0,Adult,-16.00882861,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,2011-2012,,Hembra,2.0,Adult,3.6153167660000003,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,2011-2012,,Macho,2.0,Adult,18.86360752,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,2011-2012,,Hembra,3.0,Adult,13.66705685,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,2011-2012,,Hembra,1.0,NonAdult,5.701550247,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,No,,,,1.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,No,,No,,Negativo
1786,2011-2012,,Hembra,3.0,Adult,12.09465157,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,2011-2012,,Hembra,1.8,NonAdult,12.86360752,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,2011-2012,,Hembra,3.0,Adult,3.2567088369999997,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,2011-2012,,Macho,3.0,Adult,-1.5812338940000001,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,2011-2012,,Hembra,3.0,Adult,15.27395553,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,2011-2012,,Macho,3.0,Adult,1.2567088370000001,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,2011-2012,,Macho,3.0,Adult,-2.436423322,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,2011-2012,13.0,Hembra,3.0,Adult,-15.36743654,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,2011-2012,13.0,Hembra,1.5,NonAdult,3.7705370310000004,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,2011-2012,13.0,Hembra,3.0,Adult,1.2739555329999999,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2011-2012,13.0,Hembra,2.0,Adult,2.077404872,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2011-2012,13.0,Hembra,4.0,Adult,-3.9398418239999997,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2011-2012,13.0,Hembra,4.0,Adult,-1.153639181,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,2011-2012,13.0,Hembra,4.0,Adult,-16.33294315,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,2011-2012,13.0,Macho,1.5,NonAdult,7.667056855,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,2011-2012,13.0,Macho,4.0,Adult,-13.11914579,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2011-2012,13.0,Macho,4.0,Adult,-6.298449753,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,2011-2012,13.0,Macho,4.0,Adult,-10.72604447,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2011-2012,13.0,Macho,1.8,NonAdult,2.9670876919999998,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,2011-2012,13.0,Macho,4.0,Adult,-3.87085504,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,2011-2012,13.0,Hembra,5.0,Adult,-5.939841824,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,2011-2012,13.0,Hembra,5.0,Adult,0.04291148,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,2011-2012,13.0,Hembra,5.0,Adult,8.04291148,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,2011-2012,13.0,Hembra,2.0,Adult,-2.384683234,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,2011-2012,25.0,Macho,1.0,NonAdult,0.094651568,Positivo,Negativo,Negativo,Negativo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,2011-2012,25.0,Hembra,1.0,NonAdult,-7.905348432,Positivo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,2011-2012,25.0,Macho,1.2,NonAdult,-3.101899092,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2011-2012,25.0,Hembra,0.9,NonAdult,-0.298449753,Positivo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2011-2012,25.0,Macho,1.0,NonAdult,-7.939841824,Positivo,Negativo,Positivo,Positivo,InfReciente,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,2011-2012,25.0,Hembra,1.5,NonAdult,7.273955533,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2011-2012,25.0,Hembra,3.0,Adult,7.273955533,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2011-2012,25.0,Hembra,4.5,Adult,7.59807007,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2011-2012,25.0,Macho,4.0,Adult,-11.5467405,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,2011-2012,25.0,Macho,3.5,Adult,-10.33294315,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,2011-2012,25.0,Macho,1.8,NonAdult,-5.51224711,Positivo,Positivo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,2011-2012,,Macho,3.0,Adult,-12.38468323,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,,,,,,,,,,,,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,No,,No,,Negativo
2360,2011-2012,,Macho,1.9,NonAdult,-12.76053786,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No,,No,,Negativo
2364,2011-2012,23.0,Hembra,4.0,Adult,9.256708837,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,2011-2012,23.0,Hembra,4.0,Adult,3.6153167660000003,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,2011-2012,23.0,Macho,2.7,Adult,-5.5812338939999995,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,2011-2012,23.0,Macho,4.0,Adult,-3.1881325730000003,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,2011-2012,23.0,Macho,4.0,Adult,2.829114123,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,2011-2012,23.0,Macho,3.0,Adult,2.384272714,Positivo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,2011-2012,23.0,Hembra,2.5,Adult,-1.9743352159999998,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,2011-2012,23.0,Hembra,2.5,Adult,17.64981016,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2011-2012,23.0,Hembra,4.0,Adult,-0.7950312509999999,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,2011-2012,23.0,Hembra,4.0,Adult,25.64981016,Negativo,,,,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,
