NLab,Year,Finca,Densidad,Sexo,Edad,EdadClase,CondicionCorporal,ELISAInfluenza,ELISAPRRS,ELISAADV,ELISAPPV,ELISAPCV,ELISAPCV2,PCRMycoPul,PCRHaemoPul,PCRAPPPul,PCRPCVPul,Metastronguilus_Clas,Metastrongilus,Lesion_Pulm,Tipo,Duracion,Score,NL_TRQ,NIntersticial,Bronconeumonia,Pleuritis,Peribronquitis,Bronquitis,HiperNT2,Enfisema,Necrosis,Score_Micro,Tej_Conjuntivo,Granulomas,Granuloma_Pul,Tipo_Granuloma,Granuloma_NL,TB_Generalizada,TB
1797,2011-2012,Aceitunillas,8,Hembra,3,Adult,-11.97433522,Positivo,Negativo,Positivo,Positivo,InfReciente,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,1,1,3,0,5,2,0,0,3,14,0,3,Si,4,Si,Generalizada,Positivo
1768,2011-2012,Elcristo,24,Hembra,2,Adult,10.4360128,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,No,NA,Negativo
1769,2011-2012,Elcristo,24,Hembra,1.5,NonAdult,7.204968749,Negativo,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,1,1,0,2,4,5,0,1,0,12,0,0,No,NA,NA,NA,NA
1770,2011-2012,Elcristo,24,Hembra,NA,NA,3.291202229,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,NA,NA,NA,NA,Negativo,0,No,NA,NA,NA,1,3,0,2,4,3,0,1,0,12,0,0,No,NA,No,NA,Negativo
1773,2011-2012,Elcristo,24,Hembra,2,Adult,13.23946214,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,NA,NA,NA,NA,Negativo,0,No,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Negativo
1780,2011-2012,Elcristo,24,Macho,NA,NA,NA,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,0,Si,NoLob,Cronica,28,2,0,0,2,4,0,0,1,0,6,0,0,No,NA,NA,NA,NA
1785,2011-2012,Azagala,NA,Hembra,3,Adult,14.06015818,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,1,4,0,4,0,0,0,0,0,8,0,0,No,NA,NA,NA,NA
2289,2011-2012,PiedraSanta,13,Hembra,5,Adult,1.649810159,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,1,1,0,0,1,0,0,0,0,NA,0,0,No,NA,No,NA,Negativo
2290,2011-2012,PiedraSanta,13,Hembra,5,Adult,5.632563463,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,0,0,No,NA,No,NA,Negativo
2305,2011-2012,SanAnt?n,25.5,Macho,5,Adult,10.04291148,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,0,Si,Lob,Subaguda,1,NA,0,0,0,3,0,0,0,0,NA,0,0,No,NA,No,NA,Negativo
2371,2011-2012,LasJaras,23,Hembra,4,Adult,18.84636082,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1798,2011-2012,Aceitunillas,8,Hembra,1.8,NonAdult,-11.97433522,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Negativo,0,No,NA,NA,NA,1,2,0,0,0,0,0,0,0,2,0,0,No,NA,Si,Positivo,Positivo
1799,2011-2012,Aceitunillas,8,Macho,4,Adult,NA,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,1,0,0,2,4,4,0,0,0,10,0,0,No,NA,Si,Positivo,Positivo
2283,2011-2012,PiedraSanta,13,Hembra,2.5,Adult,-3.95708852,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,0,No,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,0,No,NA,Si,Positivo,Positivo
2325,2011-2012,SantaAmalia,25,Hembra,0.9,NonAdult,0.522246282,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Positivo,Negativo,0,Si,Lob,Aguda,8,1,0,0,0,4,0,0,0,0,NA,0,0,No,NA,Si,Positivo,Positivo
2330,2011-2012,SantaAmalia,25,Hembra,2,Adult,12.84636082,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Positivo,Negativo,0,Si,Lob,Subaguda,3,2,0,0,0,4,1,0,1,0,NA,1,0,No,NA,Si,Positivo,Positivo
2336,2011-2012,SantaAmalia,25,Hembra,1.4,NonAdult,-7.101899092,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Negativo,0,Si,Lob,Subaguda,12,2,1,0,1,6,2,0,1,0,NA,0,0,No,NA,Si,Positivo,Positivo
1772,2011-2012,Elcristo,24,Macho,1.5,NonAdult,3.684303551,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Positivo,1,No,NA,NA,NA,2,4,0,4,5,0,0,1,0,13,0,0,No,NA,Si,Positivo,Positivo
2387,2011-2012,TorricoSanPedro,6.5,Macho,1,NonAdult,-14.70879777,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Positivo,1,No,NA,NA,NA,0,1,0,0,2,2,0,0,0,NA,0,3,Si,2,Si,Generalizada,Positivo
1775,2011-2012,Elcristo,24,Macho,1.5,NonAdult,0.060158176,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Positivo,1,No,NA,NA,NA,0,0,0,0,3,0,0,0,0,3,0,1,Si,1,No,NA,Negativo
1793,2011-2012,Azagala,NA,Hembra,NA,NA,4.206755093,Positivo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Positivo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2306,2011-2012,SanAnt?n,25.5,Macho,6,Adult,1.222215445,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Positivo,1,No,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,No,NA,No,NA,Negativo
2309,2011-2012,SanAnt?n,25.5,Macho,5,Adult,11.23946214,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Positivo,1,No,NA,NA,NA,0,0,0,0,3,0,0,1,0,NA,0,0,No,NA,No,NA,Negativo
2316,2011-2012,SantaAmalia,25,Macho,0.7,NonAdult,18.18088505,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Positivo,1,No,NA,NA,NA,2,3,0,0,4,3,0,0,0,NA,0,0,No,NA,No,NA,Negativo
2385,2011-2012,TorricoSanPedro,6.5,Hembra,1,NonAdult,-0.708797771,Negativo,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Positivo,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,2011-2012,CastilloVinuelas,NA,Hembra,2.5,Adult,-2.743291163,NA,NA,NA,NA,NA,NA,Negativo,Negativo,Negativo,Negativo,Positivo,2,No,NA,NA,NA,1,2,0,4,3,0,0,0,0,9,0,0,No,NA,Si,Positivo,Positivo
2351,2011-2012,Valdecasillas,17,Hembra,3,Adult,-1.732881471,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Positivo,2,SI,Lob,Cronica,5,2,0,4,0,0,1,0,1,0,NA,0,0,No,NA,No,NA,Negativo
2331,2011-2012,SantaAmalia,25,Hembra,2,Adult,13.23946214,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Positivo,Positivo,2,Si,Nolob,Subaguda,16,2,0,0,0,6,4,0,2,0,NA,0,5,Si,1_4,Si,Generalizada,Positivo
1755,2011-2012,MorroLesmes,32,Hembra,3,Adult,8.077404872,Positivo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Positivo,2,Si,NoLob,Subaguda,28,0,3,0,2,1,0,0,1,0,6,0,0,No,NA,Si,Positivo,Positivo
1748,2011-2012,MorroLesmes,32,Hembra,2.5,Adult,1.667056855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positivo,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2276,2011-2012,PiedraSanta,13,Hembra,2.5,Adult,-27.52949381,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Positivo,3,No,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,No,NA,No,NA,Negativo
2310,2011-2012,Campillo,26,Macho,4,Adult,6.025664784,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Positivo,3,No,NA,NA,NA,0,1,0,0,2,3,0,0,0,NA,0,0,No,NA,No,NA,Negativo
1774,2011-2012,Elcristo,24,Hembra,3,Adult,35.58082337,Negativo,Negativo,Positivo,Positivo,Positivo,Positivo,Positivo,Negativo,Negativo,Negativo,Positivo,3,No,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,No,NA,Si,Positivo,Positivo
1765,2011-2012,LasJaras,23,Macho,1.5,NonAdult,-3.153639181,Positivo,Negativo,Negativo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Positivo,4,Si,NoLob,Subaguda,1,1,0,0,0,4,3,0,3,0,7,0,0,No,NA,No,NA,Negativo
2366,2011-2012,LasJaras,23,Hembra,1.7,NonAdult,19.68430355,Negativo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Negativo,Negativo,Positivo,4,No,NA,NA,NA,1,0,1,0,2,2,0,0,0,5,3,0,No,NA,No,NA,Negativo
2308,2011-2012,SanAnt?n,25.5,Macho,3,Adult,2.453259498,Negativo,Negativo,Positivo,Negativo,Positivo,Positivo,Negativo,Negativo,Negativo,Negativo,Positivo,4,Si,NoLob,Subaguda,12,1,2,0,3,3,0,0,0,1,NA,0,3,Si,3,Si,Generalizada,Positivo
